provincia;nro_cliente
Buenos Aires;1104
Buenos Aires;1105
Ciudad Autónoma De Buenos Aire;1106
Ciudad Autónoma De Buenos Aire;1107
Buenos Aires;1108
Misiones;1109
Santa Fe;1110
Ciudad Autónoma De Buenos Aire;1111
Buenos Aires;1112
Buenos Aires;1113
Río Negro;1114
Ciudad Autónoma De Buenos Aire;1115
Salta;1116
Córdoba;1117
Jujuy;1118
Santa Fe;1119
Ciudad Autónoma De Buenos Aire;1120
Entre Ríos;1121
Ciudad Autónoma De Buenos Aire;1122
Córdoba;1123
Santa Fe;1124
Misiones;1125
Ciudad Autónoma De Buenos Aire;1126
Córdoba;1127
Buenos Aires;1128
Córdoba;1129
Santa Fe;1130
Tucumán;1131
Entre Ríos;1132
Córdoba;1133
Santa Fe;1134
La Rioja;1135
Buenos Aires;1136
Ciudad Autónoma De Buenos Aire;1137
Ciudad Autónoma De Buenos Aire;1138
Santa Fe;1139
Misiones;1140
Córdoba;1141
Entre Ríos;1142
Misiones;1143
Santa Fe;1144
Chaco;1145
Buenos Aires;1146
Ciudad Autónoma De Buenos Aire;1147
Santa Cruz;1148
Buenos Aires;1149
Salta;1150
Santa Fe;1151
Tucumán;1152
Jujuy;1153
Ciudad Autónoma De Buenos Aire;1154
Formosa;1155
Ciudad Autónoma De Buenos Aire;1156
Ciudad Autónoma De Buenos Aire;1157
Buenos Aires;1158
Misiones;1159
Ciudad Autónoma De Buenos Aire;1160
Santa Fe;1161
Córdoba;1162
Chaco;1163
Ciudad Autónoma De Buenos Aire;1164
Ciudad Autónoma De Buenos Aire;1165
Ciudad Autónoma De Buenos Aire;1166
Córdoba;1167
Buenos Aires;1168
Entre Ríos;1169
Santa Fe;1170
Ciudad Autónoma De Buenos Aire;1171
Corrientes;1172
Córdoba;1173
Ciudad Autónoma De Buenos Aire;1174
Salta;1175
Buenos Aires;1176
Córdoba;1177
Entre Rios;1178
Santa Fe;1179
Santiago Del Estero;1180
Córdoba;1181
Neuquén;1182
Tucumán;1183
Santa Fe;1184
Corrientes;1185
Salta;1186
La Rioja;1187
Buenos Aires;1188
Córdoba;1189
Ciudad Autónoma De Buenos Aire;1190
Misiones;1191
Jujuy;1192
Mendoza;1193
Ciudad Autónoma De Buenos Aire;1194
Córdoba;1195
Buenos Aires;1196
Santa Fe;1197
Ciudad Autónoma De Buenos Aire;1198
Buenos Aires;1199
Ciudad Autónoma De Buenos Aire;1200
Jujuy;1201
Buenos Aires;1202
Misiones;1203
Misiones;1204
Chaco;1205
Buenos Aires;1206
Ciudad Autónoma De Buenos Aire;1207
Salta;1208
Salta;1209
Corrientes;1210
Santa Fe;1211
Santa Fe;1212
Santa Fe;1213
Misiones;1214
Ciudad Autónoma De Buenos Aire;1215
Chaco;1216
Córdoba;1217
Tucumán;1218
Tucumán;1219
Córdoba;1220
Entre Ríos;1221
Buenos Aires;1222
Santa Fe;1223
Chaco;1224
Ciudad Autónoma De Buenos Aire;1225
Chaco;1226
Entre Ríos;1227
Santa Fe;1228
Chaco;1229
Chaco;1230
Santiago Del Estero;1231
Buenos Aires;1232
Córdoba;1233
Ciudad Autónoma De Buenos Aire;1234
Santa Fe;1235
Ciudad Autónoma De Buenos Aire;1236
Santa Fe;1237
Ciudad Autónoma De Buenos Aire;1238
Buenos Aires;1239
Entre Ríos;1240
Ciudad Autónoma De Buenos Aire;1241
Misiones;1242
Córdoba;1243
Ciudad Autónoma De Buenos Aire;1244
Buenos Aires;1245
Ciudad Autónoma De Buenos Aire;1246
Santiago Del Estero;1247
Entre Ríos;1248
Buenos Aires;1249
Jujuy;1250
Córdoba;1251
Tucumán;1252
Buenos Aires;1253
Tucumán;1254
Buenos Aires;1255
Tucumán;1256
Ciudad Autónoma De Buenos Aire;1257
Entre Ríos;1258
La Rioja;1259
Santa Fe;1260
Chaco;1261
Córdoba;1262
Santa Fe;1263
Ciudad Autónoma De Buenos Aire;1264
La Rioja;1265
Misiones;1266
Ciudad Autónoma De Buenos Aire;1267
Ciudad Autónoma De Buenos Aire;1268
Buenos Aires;1269
Ciudad Autónoma De Buenos Aire;1270
Córdoba;1271
Buenos Aires;1272
Mendoza;1273
Córdoba;1274
Santa Fe;1275
Buenos Aires;1276
Córdoba;1277
Entre Ríos;1278
Santa Fe;1279
Entre Ríos;1280
Córdoba;1281
Tucumán;1282
Entre Ríos;1283
Santiago Del Estero;1284
Ciudad Autónoma De Buenos Aire;1285
Córdoba;1286
Buenos Aires;1287
Jujuy;1288
Ciudad Autónoma De Buenos Aire;1289
Mendoza;1290
Misiones;1291
Ciudad Autónoma De Buenos Aire;1292
Ciudad Autónoma De Buenos Aire;1293
Santa Fe;1294
Corrientes;1295
Buenos Aires;1296
Santa Fe;1297
Santiago Del Estero;1298
Santa Fe;1299
Entre Ríos;1300
Santa Fe;1301
Buenos Aires;1302
Corrientes;1303
Buenos Aires;1304
Corrientes;1305
Chaco;1306
Jujuy;1307
Córdoba;1308
Córdoba;1309
Chaco;1310
Tucumán;1311
Jujuy;1312
Formosa;1313
Chaco;1314
Santiago Del Estero;1315
Corrientes;1316
Ciudad Autónoma De Buenos Aire;1317
Ciudad Autónoma De Buenos Aire;1318
Salta;1319
Corrientes;1320
Misiones;1321
Ciudad Autónoma De Buenos Aire;1322
Ciudad Autónoma De Buenos Aire;1323
Córdoba;1324
Corrientes;1325
Tucumán;1326
Ciudad Autónoma De Buenos Aire;1327
Buenos Aires;1328
Ciudad Autónoma De Buenos Aire;1329
Córdoba;1330
Ciudad Autónoma De Buenos Aire;1331
Ciudad Autónoma De Buenos Aire;1332
Entre Ríos;1333
Córdoba;1334
Buenos Aires;1335
Córdoba;1336
Santiago Del Estero;1337
Tucumán;1338
Buenos Aires;1339
Santa Fe;1340
Chaco;1341
Chaco;1342
Santa Fe;1343
Entre Ríos;1344
Buenos Aires;1345
Entre Ríos;1346
Corrientes;1347
Córdoba;1348
Entre Ríos;1349
Santiago Del Estero;1350
Ciudad Autónoma De Buenos Aire;1351
Santa Fe;1352
Ciudad Autónoma De Buenos Aire;1353
Ciudad Autónoma De Buenos Aire;1354
Ciudad Autónoma De Buenos Aire;1355
Santiago Del Estero;1356
Córdoba;1357
Ciudad Autónoma De Buenos Aire;1358
Jujuy;1359
Córdoba;1360
Entre Ríos;1361
Tucumán;1362
Santa Fe;1363
Córdoba;1364
Buenos Aires;1365
Ciudad Autónoma De Buenos Aire;1366
Santa Fe;1367
Tucumán;1368
Corrientes;1369
Santiago Del Estero;1370
Ciudad Autónoma De Buenos Aire;1371
Córdoba;1372
Misiones;1373
Entre Ríos;1374
Tucumán;1375
La Rioja;1376
Entre Ríos;1377
Ciudad Autónoma De Buenos Aire;1378
Santa Fe;1379
Buenos Aires;1380
Corrientes;1381
Entre Ríos;1382
Entre Ríos;1383
Santa Fe;1384
Santa Fe;1385
Santa Fe;1386
Ciudad Autónoma De Buenos Aire;1387
Santa Fe;1388
Santa Fe;1389
Córdoba;1390
Ciudad Autónoma De Buenos Aire;1391
Salta;1392
Buenos Aires;1393
Ciudad Autónoma De Buenos Aire;1394
Santa Fe;1395
Ciudad Autónoma De Buenos Aire;1396
Tucumán;1397
Córdoba;1398
Tucumán;1399
Santa Fe;1400
Santa Fe;1401
Ciudad Autónoma De Buenos Aire;1402
Córdoba;1403
Ciudad Autónoma De Buenos Aire;1404
Ciudad Autónoma De Buenos Aire;1405
Ciudad Autónoma De Buenos Aire;1406
Ciudad Autónoma De Buenos Aire;1407
Corrientes;1408
Ciudad Autónoma De Buenos Aire;1409
Ciudad Autónoma De Buenos Aire;1410
Ciudad Autónoma De Buenos Aire;1411
Salta;1412
Córdoba;1413
Ciudad Autónoma De Buenos Aire;1414
Ciudad Autónoma De Buenos Aire;1415
Buenos Aires;1416
Santa Fe;1417
Santa Fe;1418
Buenos Aires;1419
Ciudad Autónoma De Buenos Aire;1420
Buenos Aires;1421
Córdoba;1422
Tucumán;1423
Ciudad Autónoma De Buenos Aire;1424
Santa Fe;1425
Santa Fe;1426
Ciudad Autónoma De Buenos Aire;1427
Santa Fe;1428
Ciudad Autónoma De Buenos Aire;1429
Chaco;1430
Tucumán;1431
Salta;1432
Córdoba;1433
Santa Fe;1434
Santa Fe;1435
Santa Fe;1436
Buenos Aires;1437
Ciudad Autónoma De Buenos Aire;1438
Córdoba;1439
Santa Fe;1440
Ciudad Autónoma De Buenos Aire;1441
Misiones;1442
Tucumán;1443
Córdoba;1444
Buenos Aires;1445
Corrientes;1446
Santa Fe;1447
Córdoba;1448
Salta;1449
Ciudad Autónoma De Buenos Aire;1450
Córdoba;1451
Santa Fe;1452
Ciudad Autónoma De Buenos Aire;1453
Chaco;1454
Santa Fe;1455
Chaco;1456
Jujuy;1457
Ciudad Autónoma De Buenos Aire;1458
Santa Fe;1459
Buenos Aires;1460
Córdoba;1461
Ciudad Autónoma De Buenos Aire;1462
Ciudad Autónoma De Buenos Aire;1463
Ciudad Autónoma De Buenos Aire;1464
Ciudad Autónoma De Buenos Aire;1465
Entre Ríos;1466
Ciudad Autónoma De Buenos Aire;1467
Entre Ríos;1468
Córdoba;1469
Ciudad Autónoma De Buenos Aire;1470
Tucumán;1471
Formosa;1472
Jujuy;1473
Santa Fe;1474
Santa Fe;1475
Buenos Aires;1476
Entre Ríos;1477
Córdoba;1478
Santa Fe;1479
Santiago Del Estero;1480
Córdoba;1481
Córdoba;1482
Santa Fe;1483
Santa Fe;1484
Córdoba;1485
Santa Fe;1486
Corrientes;1487
Ciudad Autónoma De Buenos Aire;1488
Santa Fe;1489
Buenos Aires;1490
San Juan;1491
Chaco;1492
Santa Fe;1493
Chubut;1494
Santiago Del Estero;1495
Entre Ríos;1496
Santa Fe;1497
Corrientes;1498
Buenos Aires;1499
Santa Fe;1500
Catamarca;1501
Buenos Aires;1502
Córdoba;1503
Santa Fe;1504
Entre Ríos;1505
Santa Fe;1506
Chaco;1507
Chaco;1508
Santa Fe;1509
Chaco;1510
Corrientes;1511
Ciudad Autónoma De Buenos Aire;1512
Santa Fe;1513
Misiones;1514
Ciudad Autónoma De Buenos Aire;1515
Santa Fe;1516
Ciudad Autónoma De Buenos Aire;1517
Ciudad Autónoma De Buenos Aire;1518
Santiago Del Estero;1519
Tucumán;1520
Entre Ríos;1521
Ciudad Autónoma De Buenos Aire;1522
Santa Fe;1523
Ciudad Autonoma De Buenos Aire;1524
Santa Fe;1525
Catamarca;1526
Buenos Aires;1527
Tucumán;1528
Tucumán;1529
Entre Ríos;1530
Santa Fe;1531
Buenos Aires;1532
Salta;1533
Ciudad Autónoma De Buenos Aire;1534
Entre Ríos;1535
Catamarca;1536
Ciudad Autónoma De Buenos Aire;1537
Formosa;1538
Ciudad Autónoma De Buenos Aire;1539
Santa Fe;1540
Buenos Aires;1541
Entre Ríos;1542
Ciudad Autónoma De Buenos Aire;1543
Santiago Del Estero;1544
Buenos Aires;1545
Santa Fe;1546
Santa Fe;1547
Salta;1548
Entre Ríos;1549
Ciudad Autónoma De Buenos Aire;1550
Santa Fe;1551
Chaco;1552
Santa Fe;1553
Ciudad Autónoma De Buenos Aire;1554
Corrientes;1555
Ciudad Autónoma De Buenos Aire;1556
Santa Fe;1557
Córdoba;1558
Córdoba;1559
Ciudad Autónoma De Buenos Aire;1560
Santa Fe;1561
Santa Fe;1562
Ciudad Autónoma De Buenos Aire;1563
Salta;1564
Ciudad Autónoma De Buenos Aire;1565
Ciudad Autónoma De Buenos Aire;1566
Buenos Aires;1567
Ciudad Autónoma De Buenos Aire;1568
Ciudad Autónoma De Buenos Aire;1569
Formosa;1570
Buenos Aires;1571
Santa Fe;1572
Santa Fe;1573
Corrientes;1574
Ciudad Autónoma De Buenos Aire;1575
Ciudad Autónoma De Buenos Aire;1576
Buenos Aires;1577
Chaco;1578
Santa Fe;1579
Chaco;1580
Tucumán;1581
Ciudad Autónoma De Buenos Aire;1582
Ciudad Autónoma De Buenos Aire;1583
Santa Fe;1584
Entre Ríos;1585
Tucumán;1586
Corrientes;1587
Córdoba;1588
Santiago Del Estero;1589
Ciudad Autónoma De Buenos Aire;1590
Jujuy;1591
Santa Fe;1592
Ciudad Autónoma De Buenos Aire;1593
Buenos Aires;1594
Ciudad Autónoma De Buenos Aire;1595
Buenos Aires;1596
Tucumán;1597
Ciudad Autónoma De Buenos Aire;1598
Corrientes;1599
Santa Fe;1600
Santa Fe;1601
Córdoba;1602
Río Negro;1603
Córdoba;1604
Ciudad Autónoma De Buenos Aire;1605
Córdoba;1606
Ciudad Autónoma De Buenos Aire;1607
Ciudad Autónoma De Buenos Aire;1608
Corrientes;1609
Chaco;1610
Córdoba;1611
Ciudad Autónoma De Buenos Aire;1612
Chaco;1613
Buenos Aires;1614
Ciudad Autónoma De Buenos Aire;1615
Córdoba;1616
Córdoba;1617
Santa Fe;1618
Ciudad Autónoma De Buenos Aire;1619
Ciudad Autónoma De Buenos Aire;1620
Tucumán;1621
Buenos Aires;1622
Ciudad Autónoma De Buenos Aire;1623
Santa Fe;1624
Ciudad Autónoma De Buenos Aire;1625
Ciudad Autónoma De Buenos Aire;1626
Ciudad Autónoma De Buenos Aire;1627
Santa Fe;1628
Buenos Aires;1629
Santiago Del Estero;1630
Chaco;1631
Ciudad Autónoma De Buenos Aire;1632
Ciudad Autónoma De Buenos Aire;1633
Ciudad Autónoma De Buenos Aire;1634
Ciudad Autónoma De Buenos Aire;1635
Salta;1636
Salta;1637
Ciudad Autónoma De Buenos Aire;1638
Santa Fe;1639
Buenos Aires;1640
Ciudad Autónoma De Buenos Aire;1641
Chaco;1642
Salta;1643
Neuquén;1644
Corrientes;1645
Santa Fe;1646
Buenos Aires;1647
Buenos Aires;1648
Salta;1649
Santa Fe;1650
Salta;1651
Chaco;1652
Buenos Aires;1653
Ciudad Autónoma De Buenos Aire;1654
Ciudad Autónoma De Buenos Aire;1655
Buenos Aires;1656
Salta;1657
Ciudad Autónoma De Buenos Aire;1658
Tucumán;1659
Ciudad Autónoma De Buenos Aire;1660
Buenos Aires;1661
Entre Ríos;1662
Tucumán;1663
Córdoba;1664
Ciudad Autónoma De Buenos Aire;1665
Ciudad Autónoma De Buenos Aire;1666
Ciudad Autónoma De Buenos Aire;1667
Ciudad Autónoma De Buenos Aire;1668
Santa Fe;1669
Salta;1670
Ciudad Autónoma De Buenos Aire;1671
Salta;1672
Ciudad Autónoma De Buenos Aire;1673
Ciudad Autónoma De Buenos Aire;1674
Chaco;1675
Entre Ríos;1676
La Rioja;1677
Ciudad Autónoma De Buenos Aire;1678
Chaco;1679
Misiones;1680
La Rioja;1681
Ciudad Autónoma De Buenos Aire;1682
Santa Fe;1683
Catamarca;1684
Ciudad Autónoma De Buenos Aire;1685
Córdoba;1686
La Rioja;1687
Ciudad Autónoma De Buenos Aire;1688
Catamarca;1689
Santa Fe;1690
Ciudad Autónoma De Buenos Aire;1691
Ciudad Autónoma De Buenos Aire;1692
Santa Fe;1693
Ciudad Autónoma De Buenos Aire;1694
Chaco;1695
Ciudad Autónoma De Buenos Aire;1696
Ciudad Autónoma De Buenos Aire;1697
Ciudad Autónoma De Buenos Aire;1698
Catamarca;1699
Buenos Aires;1700
Corrientes;1701
Ciudad Autónoma De Buenos Aire;1702
Ciudad Autónoma De Buenos Aire;1703
Ciudad Autónoma De Buenos Aire;1704
Catamarca;1705
Ciudad Autónoma De Buenos Aire;1706
Corrientes;1707
Córdoba;1708
Ciudad Autónoma De Buenos Aire;1709
Córdoba;1710
Ciudad Autónoma De Buenos Aire;1711
Buenos Aires;1712
Ciudad Autónoma De Buenos Aire;1713
Ciudad Autónoma De Buenos Aire;1714
Salta;1715
Buenos Aires;1716
Ciudad Autónoma De Buenos Aire;1717
Chaco;1718
Ciudad Autónoma De Buenos Aire;1719
La Rioja;1720
Santa Fe;1721
Ciudad Autónoma De Buenos Aire;1722
Ciudad Autónoma De Buenos Aire;1723
Buenos Aires;1724
Ciudad Autónoma De Buenos Aire;1725
Buenos Aires;1726
Corrientes;1727
Santa Fe;1728
Ciudad Autónoma De Buenos Aire;1729
Buenos Aires;1730
Córdoba;1731
Chaco;1732
Córdoba;1733
Ciudad Autónoma De Buenos Aire;1734
Chaco;1735
Santa Fe;1736
Buenos Aires;1737
Buenos Aires;1738
Buenos Aires;1739
Entre Ríos;1740
Santa Fe;1741
Ciudad Autónoma De Buenos Aire;1742
Buenos Aires;1743
Ciudad Autónoma De Buenos Aire;1744
Ciudad Autónoma De Buenos Aire;1745
Ciudad Autónoma De Buenos Aire;1746
Corrientes;1747
Córdoba;1748
Santa Fe;1749
Jujuy;1750
Santa Fe;1751
Santa Fe;1752
Ciudad Autónoma De Buenos Aire;1753
Entre Ríos;1754
Córdoba;1755
Ciudad Autónoma De Buenos Aire;1756
Salta;1757
Buenos Aires;1758
Ciudad Autónoma De Buenos Aire;1759
Santiago Del Estero;1760
Salta;1761
Chaco;1762
Ciudad Autónoma De Buenos Aire;1763
Chaco;1764
Santa Fe;1765
Entre Ríos;1766
Santa Fe;1767
Jujuy;1768
Ciudad Autónoma De Buenos Aire;1769
Córdoba;1770
Ciudad Autónoma De Buenos Aire;1771
Ciudad Autónoma De Buenos Aire;1772
Salta;1773
Córdoba;1774
Ciudad Autónoma De Buenos Aire;1775
Salta;1776
Santa Cruz;1777
Chubut;1778
Chaco;1779
Salta;1780
Catamarca;1781
Buenos Aires;1782
Chaco;1783
Chaco;1784
Buenos Aires;1785
Ciudad Autónoma De Buenos Aire;1786
Catamarca;1787
Buenos Aires;1788
Córdoba;1789
Ciudad Autónoma De Buenos Aire;1790
Ciudad Autónoma De Buenos Aire;1791
Salta;1792
Buenos Aires;1793
Ciudad Autónoma De Buenos Aire;1794
Ciudad Autónoma De Buenos Aire;1795
Santiago Del Estero;1796
Chaco;1797
Santa Fe;1798
Santa Fe;1799
Córdoba;1800
Ciudad Autónoma De Buenos Aire;1801
Santa Fe;1802
Córdoba;1803
Entre Ríos;1804
Ciudad Autónoma De Buenos Aire;1805
Entre Ríos;1806
Tucumán;1807
Buenos Aires;1808
Buenos Aires;1809
Santa Fe;1810
Corrientes;1811
Buenos Aires;1812
Tucumán;1813
Ciudad Autónoma De Buenos Aire;1814
Ciudad Autónoma De Buenos Aire;1815
Santa Fe;1816
Tucumán;1817
Misiones;1818
Buenos Aires;1819
Ciudad Autónoma De Buenos Aire;1820
Ciudad Autónoma De Buenos Aire;1821
Entre Ríos;1822
La Rioja;1823
Ciudad Autónoma De Buenos Aire;1824
Corrientes;1825
San Juan;1826
Salta;1827
Ciudad Autónoma De Buenos Aire;1828
Buenos Aires;1829
Buenos Aires;1830
Buenos Aires;1831
Ciudad Autónoma De Buenos Aire;1832
Salta;1833
Buenos Aires;1834
Santiago Del Estero;1835
Ciudad Autónoma De Buenos Aire;1836
La Rioja;1837
Ciudad Autónoma De Buenos Aire;1838
Buenos Aires;1839
Chaco;1840
Córdoba;1841
Entre Ríos;1842
Jujuy;1843
Ciudad Autónoma De Buenos Aire;1844
Santa Fe;1845
La Rioja;1846
Córdoba;1847
Santa Fe;1848
Córdoba;1849
Chaco;1850
Córdoba;1851
Buenos Aires;1852
Ciudad Autónoma De Buenos Aire;1853
Santa Fe;1854
Corrientes;1855
Córdoba;1856
Córdoba;1857
Buenos Aires;1858
Ciudad Autónoma De Buenos Aire;1859
Córdoba;1860
Ciudad Autónoma De Buenos Aire;1861
Ciudad Autónoma De Buenos Aire;1862
Ciudad Autónoma De Buenos Aire;1863
Ciudad Autónoma De Buenos Aire;1864
Tucumán;1865
Tucumán;1866
Entre Ríos;1867
Ciudad Autónoma De Buenos Aire;1868
Córdoba;1869
Santa Fe;1870
Córdoba;1871
Misiones;1872
Córdoba;1873
Corrientes;1874
Formosa;1875
Ciudad Autónoma De Buenos Aire;1876
Córdoba;1877
Buenos Aires;1878
Ciudad Autonoma De Buenos Aire;1879
Ciudad Autónoma De Buenos Aire;1880
Ciudad Autónoma De Buenos Aire;1881
Buenos Aires;1882
Córdoba;1883
Ciudad Autónoma De Buenos Aire;1884
Santa Fe;1885
Córdoba;1886
Ciudad Autónoma De Buenos Aire;1887
Córdoba;1888
Córdoba;1889
Ciudad Autónoma De Buenos Aire;1890
La Rioja;1891
Ciudad Autónoma De Buenos Aire;1892
Ciudad Autónoma De Buenos Aire;1893
Buenos Aires;1894
Ciudad Autónoma De Buenos Aire;1895
Buenos Aires;1896
Ciudad Autónoma De Buenos Aire;1897
Buenos Aires;1898
Ciudad Autónoma De Buenos Aire;1899
Misiones;1900
Buenos Aires;1901
Catamarca;1902
Ciudad Autónoma De Buenos Aire;1903
San Luis;1904
Ciudad Autónoma De Buenos Aire;1905
Tierra Del Fuego;1906
Ciudad Autónoma De Buenos Aire;1907
Buenos Aires;1908
Ciudad Autónoma De Buenos Aire;1909
Buenos Aires;1910
Salta;1911
Santa Fe;1912
Santa Fe;1913
Ciudad Autónoma De Buenos Aire;1914
Misiones;1915
Ciudad Autónoma De Buenos Aire;1916
Ciudad Autónoma De Buenos Aire;1917
Buenos Aires;1918
Jujuy;1919
Ciudad Autónoma De Buenos Aire;1920
Corrientes;1921
Buenos Aires;1922
Ciudad Autónoma De Buenos Aire;1923
Chaco;1924
Ciudad Autónoma De Buenos Aire;1925
Ciudad Autónoma De Buenos Aire;1926
Salta;1927
Corrientes;1928
Ciudad Autónoma De Buenos Aire;1929
Ciudad Autónoma De Buenos Aire;1930
Jujuy;1931
Chaco;1932
Tucumán;1933
Ciudad Autónoma De Buenos Aire;1934
Ciudad Autónoma De Buenos Aire;1935
Misiones;1936
Córdoba;1937
Ciudad Autónoma De Buenos Aire;1938
Santa Fe;1939
Ciudad Autónoma De Buenos Aire;1940
Córdoba;1941
Salta;1942
Córdoba;1943
Salta;1944
Tucumán;1945
Ciudad Autónoma De Buenos Aire;1946
Ciudad Autónoma De Buenos Aire;1947
Córdoba;1948
Tucumán;1949
Ciudad Autónoma De Buenos Aire;1950
Misiones;1951
Ciudad Autónoma De Buenos Aire;1952
Córdoba;1953
Ciudad Autónoma De Buenos Aire;1954
Santa Fe;1955
Santa Fe;1956
Santa Fe;1957
Córdoba;1958
Santa Fe;1959
Salta;1960
Santa Fe;1961
Ciudad Autónoma De Buenos Aire;1962
Jujuy;1963
Buenos Aires;1964
Ciudad Autónoma De Buenos Aire;1965
Chaco;1966
Buenos Aires;1967
Santa Fe;1968
Buenos Aires;1969
Santa Fe;1970
Santa Fe;1971
Misiones;1972
Salta;1973
Santa Fe;1974
Ciudad Autónoma De Buenos Aire;1975
Santa Fe;1976
Entre Ríos;1977
Ciudad Autónoma De Buenos Aire;1978
Misiones;1979
Santa Fe;1980
Ciudad Autónoma De Buenos Aire;1981
Ciudad Autónoma De Buenos Aire;1982
Salta;1983
Buenos Aires;1984
Ciudad Autónoma De Buenos Aire;1985
Misiones;1986
Chaco;1987
Córdoba;1988
Ciudad Autónoma De Buenos Aire;1989
Buenos Aires;1990
Corrientes;1991
Santa Fe;1992
Córdoba;1993
Salta;1994
Santa Fe;1995
Santa Fe;1996
Neuquén;1997
San Luis;1998
Buenos Aires;1999
Ciudad Autónoma De Buenos Aire;2000
Ciudad Autónoma De Buenos Aire;2001
Córdoba;2002
Buenos Aires;2003
Jujuy;2004
Ciudad Autónoma De Buenos Aire;2005
Catamarca;2006
Santa Fe;2007
Tucumán;2008
Ciudad Autónoma De Buenos Aire;2009
Corrientes;2010
Buenos Aires;2011
Salta;2012
Misiones;2013
Córdoba;2014
Ciudad Autónoma De Buenos Aire;2015
Santa Fe;2016
Córdoba;2017
Corrientes;2018
Ciudad Autónoma De Buenos Aire;2019
Ciudad Autónoma De Buenos Aire;2020
Ciudad Autónoma De Buenos Aire;2021
Ciudad Autónoma De Buenos Aire;2022
Córdoba;2023
Tucumán;2024
Santa Fe;2025
Buenos Aires;2026
Córdoba;2027
Tucumán;2028
Jujuy;2029
Chaco;2030
Córdoba;2031
Ciudad Autónoma De Buenos Aire;2032
Salta;2033
Ciudad Autónoma De Buenos Aire;2034
Ciudad Autónoma De Buenos Aire;2035
Entre Ríos;2036
Jujuy;2037
Ciudad Autónoma De Buenos Aire;2038
Córdoba;2039
Buenos Aires;2040
Santa Fe;2041
Santa Fe;2042
Santa Fe;2043
Misiones;2044
Ciudad Autónoma De Buenos Aire;2045
Ciudad Autónoma De Buenos Aire;2046
Buenos Aires;2047
Ciudad Autónoma De Buenos Aire;2048
Misiones;2049
Ciudad Autónoma De Buenos Aire;2050
Ciudad Autónoma De Buenos Aire;2051
Tucumán;2052
Ciudad Autónoma De Buenos Aire;2053
Córdoba;2054
Ciudad Autónoma De Buenos Aire;2055
Buenos Aires;2056
Buenos Aires;2057
Santa Fe;2058
Entre Ríos;2059
Santa Fe;2060
Salta;2061
Mendoza;2062
Ciudad Autónoma De Buenos Aire;2063
Córdoba;2064
Buenos Aires;2065
Buenos Aires;2066
Buenos Aires;2067
Ciudad Autónoma De Buenos Aire;2068
Ciudad Autónoma De Buenos Aire;2069
Tucuman;2070
Santa Fe;2071
Ciudad Autónoma De Buenos Aire;2072
Córdoba;2073
Mendoza;2074
Córdoba;2075
Formosa;2076
Ciudad Autónoma De Buenos Aire;2077
Ciudad Autónoma De Buenos Aire;2078
Misiones;2079
Salta;2080
Ciudad Autónoma De Buenos Aire;2081
Santa Fe;2082
Ciudad Autónoma De Buenos Aire;2083
Córdoba;2084
Córdoba;2085
Santa Fe;2086
Ciudad Autónoma De Buenos Aire;2087
Santa Fe;2088
Santa Fe;2089
Ciudad Autónoma De Buenos Aire;2090
Santa Fe;2091
Buenos Aires;2092
Buenos Aires;2093
Entre Ríos;2094
Ciudad Autónoma De Buenos Aire;2095
Ciudad Autónoma De Buenos Aire;2096
Ciudad Autonoma De Buenos Aire;2097
Ciudad Autónoma De Buenos Aire;2098
Buenos Aires;2099
Buenos Aires;2100
Entre Ríos;2101
Santa Fe;2102
Ciudad Autónoma De Buenos Aire;2103
Misiones;2104
Corrientes;2105
Ciudad Autónoma De Buenos Aire;2106
Córdoba;2107
Santiago Del Estero;2108
Ciudad Autónoma De Buenos Aire;2109
Ciudad Autónoma De Buenos Aire;2110
Santiago Del Estero;2111
Santa Fe;2112
Entre Ríos;2113
Buenos Aires;2114
Ciudad Autónoma De Buenos Aire;2115
Chaco;2116
Salta;2117
Ciudad Autónoma De Buenos Aire;2118
Santa Fe;2119
Buenos Aires;2120
Córdoba;2121
Ciudad Autónoma De Buenos Aire;2122
Córdoba;2123
Ciudad Autónoma De Buenos Aire;2124
Entre Ríos;2125
Córdoba;2126
Misiones;2127
Salta;2128
Córdoba;2129
Corrientes;2130
Ciudad Autónoma De Buenos Aire;2131
Ciudad Autónoma De Buenos Aire;2132
Santa Fe;2133
Entre Ríos;2134
Ciudad Autónoma De Buenos Aire;2135
Buenos Aires;2136
La Rioja;2137
Santa Fe;2138
Ciudad Autónoma De Buenos Aire;2139
Formosa;2140
Formosa;2141
Buenos Aires;2142
Santa Fe;2143
Mendoza;2144
Formosa;2145
Entre Ríos;2146
Ciudad Autónoma De Buenos Aire;2147
